,ApartmentName,Streetname,NoofBedrooms,NoofBathrooms,Price,Latitude,longitude,Neighborhood
982,Lake Promenade Community,220 Lake Promenade,1,1,"$1,700",43.58974,-79.52968,Long Branch
983,Lake Promenade Community,220 Lake Promenade,1,1,"$1,900",43.58974,-79.52968,Long Branch
984,Lake Promenade Community,220 Lake Promenade,1,1,"$1,925",43.58974,-79.52968,Long Branch
988,Lake Promenade Community,230 Lake Promenade,1,1,"$1,575",43.58947,-79.5305,Long Branch
989,Lake Promenade Community,230 Lake Promenade,1,1,"$1,850",43.58947,-79.5305,Long Branch
990,Lake Promenade Community,230 Lake Promenade,1,1,"$2,350",43.58947,-79.5305,Long Branch
994,Lake Promenade Community,240 Lake Promenade,1,1,"$1,250",43.58928,-79.5314,Long Branch
995,Lake Promenade Community,240 Lake Promenade,1,1,"$1,550",43.58928,-79.5314,Long Branch
996,Lake Promenade Community,240 Lake Promenade,1,1,"$1,700",43.58928,-79.5314,Long Branch
997,Lake Promenade Community,240 Lake Promenade,1,1,"$2,000",43.58928,-79.5314,Long Branch
998,59 E Liberty St ,59 E Liberty St | Unit: 2009,1,1,"$2,200",43.63843,-79.41354,Niagara
999,25 Mayland Ave,25 Mayland Ave,1,1,"$1,850",50.9968839,-114.0851071,Mayfair
1000,600 Fleet St,600 Fleet St,2,2,"$3,200",43.6367,-79.40004,Niagara
1001,600 Fleet St,600 Fleet St,1,1,"$2,245",43.6367,-79.40004,Niagara
1002,The Clock Tower Lofts,700 King St W | Unit: 1107,2,2,"$3,400",43.64412,-79.40322,Niagara
1003,68 Hamilton St ,68 Hamilton St | Unit: Main,1,1,"$3,300",43.66055,-79.35173,South Riverdale
1004,Minto Westside,27 Bathurst St,2,2,"$3,700",43.64106,-79.4012,Waterfront Communities-the Island
1005,Lucian Pacurar,352 Front St W,2,2,"$3,900",43.64333,-79.3924,Waterfront Communities-the Island
1006,132 Painted Post Dr,132 Painted Post Dr,1,1,"$2,550",43.76496,-79.23056,Woburn
1007,28 Douro St,28 Douro St,1,1,"$2,750",43.64074,-79.4129,Niagara
1008,668 Queen St W ,668 Queen St W | Unit: A,1.5,1.5,"$1,400",43.64675,-79.40714,Trinity-Bellwoods
1009,Waterscapes,80 Marine Parade Dr,2,2,"$2,650",43.62633,-79.47724,Mimico
1010,Lillian Park,44 Lillian Street,1,1,"$1,911",43.70602,-79.39384,Mt Pleasant West
1011,Lillian Park,44 Lillian Street,1,1,"$2,050",43.70602,-79.39384,Mt Pleasant West
1012,Lillian Park,44 Lillian Street,1,1,"$2,400",43.70602,-79.39384,Mt Pleasant West
1013,Lillian Park,44 Lillian Street,2,2,"$2,825",43.70602,-79.39384,Mt Pleasant West
1014,Lillian Park,44 Lillian Street,2,2,"$4,050",43.70602,-79.39384,Mt Pleasant West
1015,Brownstone on Powerhouse,7 Foundry Avenue,1.5,1.5,"$2,858",43.66882,-79.44823,Dovercourt-Wallace Emerson-Junction
1016,480 Queens Quay W,480 Queens Quay W,1.5,1.5,"$3,950",43.63757,-79.39389,Waterfront Communities-the Island
1017,Ten York,10 York St | Unit: 2307,1,1,"$2,450",43.6411,-79.38127,Waterfront Communities-the Island
1018,Ten York,10 York St,1,1,"$2,400",43.6411,-79.38127,Waterfront Communities-the Island
1020,Wallace Walk - 380 Wallace Avenue,380 Wallace Avenue,1,1,"$2,500",43.66076,-79.4527,Dovercourt-Wallace Emerson-Junction
1021,Wallace Walk - 380 Wallace Avenue,380 Wallace Avenue,1,1,"$3,000",43.66076,-79.4527,Dovercourt-Wallace Emerson-Junction
1022,Park Manor,317 Park Lawn Road,1,1,"$1,550",43.63564,-79.49279,Stonegate-Queensway
1023,68 Hillside,68 Hillside Drive,1,1,"$1,975",43.71409,-79.73714,Bramalea
1024,Birchmount Apartment Community,1535 - 1545  Birchmount Road,1,1,"$1,492",43.76034,-79.28976,Scarborough
1025,"8, Mercer",8 Mercer St,1,1,"$2,299",43.64596,-79.38988,Waterfront Communities-the Island
1026,2067 Lake Shore Blvd W,2067 Lake Shore Blvd W,1,1,"$2,350",43.63051,-79.47555,Mimico
1027,Glendale,130 Glendale Ave,1,1,"$1,300",43.64389,-79.45195,High Park-Swansea
1028,33 Mill St ,33 Mill St | Unit: 1301,1,1,"$2,000",43.65035,-79.36099,Waterfront Communities-the Island
1029,33 Mill St ,33 Mill St | Unit: 3001,1,1,"$2,450",43.65035,-79.36099,Waterfront Communities-the Island
1030,2327 Gerrard St E,2327 Gerrard St E,2,2,"$2,800",43.68518,-79.2937,East End-Danforth
1031,Chaz Condominium,45 Charles St E,1,1,"$2,700",43.66879,-79.38393,Church-Yonge Corridor
1032,120 Harrison Garden Blvd,120 Harrison Garden Blvd,1,1,"$2,295",43.75773,-79.40315,Willowdale East
1033,36 Hiawatha Rd,36 Hiawatha Rd,1.5,1.5,"$3,700",43.66951,-79.32209,Greenwood-Coxwell
1034,30 Shore Breeze Drive,30 Shore Breeze Drive,1,1,"$2,000",43.62352,-79.47929,Mimico
1035,361 Front St W ,361 Front St W | Unit: 2305,2,2,"$3,500",43.64309,-79.3916,Waterfront Communities-the Island
1036,The Sheldrake,1 Homewood Avenue,1,1,"$1,699",43.66325,-79.37416,Cabbagetown-South St James Town
1037,The Sheldrake,1 Homewood Avenue,1,1,"$1,550",43.66325,-79.37416,Cabbagetown-South St James Town
1038,The Sheldrake,1 Homewood Avenue,1,1,"$1,749",43.66325,-79.37416,Cabbagetown-South St James Town
1039,The Sheldrake,1 Homewood Avenue,1,1,"$1,799",43.66325,-79.37416,Cabbagetown-South St James Town
1040,5 Concorde Pl,5 Concorde Pl,1,1,"$2,100",43.73031,-79.32724,Banbury-Don Mills
1044,2800 Condominiums,2800 Keele St,2,2,"$2,400",43.72864,-79.48329,Downsview-Roding-CFB
1045,1116 Dundas St W,1116 Dundas St W,1,1,"$2,100",43.64971,-79.42023,Trinity-Bellwoods
1046,Lumiere,770 Bay St | Unit: 1704,1,1,"$2,500",43.66013,-79.38583,Bay Street Corridor
1047,10 Baybrook Crescent ,10 Baybrook Crescent | Unit: walkout basement,1,1,"$2,500",43.76666,-79.24498,Scarborough
1048,Deepak Bhardwaj,15 Viking Ln | Unit: 2103,2,2,"$2,700",43.6391,-79.53515,Islington-City Centre West
1049,Yorkville Plaza,155 Yorkville Ave,1,1,"$4,000",43.67027,-79.39435,Annex
1050,Jeff Lindquist,55 Halton St | Unit: 201,1.5,1.5,"$3,900",43.64792,-79.41989,Trinity-Bellwoods
1051,The Modern,320 Richmond St E | Unit: 202,1,1,"$2,450",43.65359,-79.36878,Moss Park
1052,The Modern,320 Richmond St E | Unit: 1402,2,2,"$3,000",43.65359,-79.36878,Moss Park
1053,The Modern,320 Richmond St E | Unit: 916,1,1,"$1,950",43.65359,-79.36878,Moss Park
1054,66 Portland,66 Portland St,1,1,"$2,200",43.6439,-79.40007,Waterfront Communities-the Island
1055,The bond,290 Adelaide St W,1,1,"$2,600",43.64793,-79.3909,Waterfront Communities-the Island
1056,300 Bleecker St,300 Bleecker St,1,1,"$3,400",43.6689146,-79.374643,North St James Town
1057,Monica Gross,7 King St E,2,2,"$3,250",43.64917,-79.37705,Church-Yonge Corridor
1058,29 Queens Quay E,29 Queens Quay E,1,1,"$2,400",43.64228,-79.37271,Waterfront Communities-the Island
1059,550 Queens Quay W,550 Queens Quay W,2,2,"$3,100",43.63719,-79.39616,Waterfront Communities-the Island
1061,Townhouse,60 Callandar Rd | Unit: 34 circus st.,3,3,"$2,400",46.2987879,-79.4448077,West Ferris
1063,45 Soho Square,45 Soho Square,4,4,"$5,975",43.65097,-79.3934,Kensington-Chinatown
1064,375 Abruz Blvd,375 Abruz Blvd,2,2,"$2,500",43.58286,-79.59955,Cooksville
1065,100 Parrotta Dr ,100 Parrotta Dr | Unit: 90,2,2,"$2,500",43.73405,-79.53432,Pelmo Park-Humberlea
1066,78 Tecumseth St ,78 Tecumseth St | Unit: 911,1,1,"$2,300",43.64305,-79.40544,Niagara
1067,78 Tecumseth St ,78 Tecumseth St | Unit: 231,1,1,"$2,750",43.64305,-79.40544,Niagara
1068,100 Lake Crescent,100 Lake Crescent,1,1,"$2,500",43.60641,-79.49683,Etobicoke
1069,115 McMahon Dr ,115 McMahon Dr | Unit: 3707,1,1,"$2,100",43.767,-79.37115,Bayview Village
1073,4300 Lawrence Ave E,4300 Lawrence Ave E,1,1,"$1,200",43.77067,-79.17727,West Hill
1074,8 Eglinton Ave E ,8 Eglinton Ave E | Unit: 5406,1,1,"$2,750",43.70708,-79.39777,Mt Pleasant West
1075,8 Eglinton Ave E ,8 Eglinton Ave E | Unit: 5406,1,1,"$2,300",43.70708,-79.39777,Mt Pleasant West
1076,River City 3,170 Bayview Ave | Unit: 1407,2,2,"$3,350",44.21984,-79.46384,Keswick
1077,River City 3,170 Bayview Ave | Unit: 2601,1,1,"$2,300",44.21984,-79.46384,Keswick
1078,88 Sheppard Ave E,88 Sheppard Ave E,1,1,"$2,450",43.7629,-79.40753,Willowdale East
1079,88 Sheppard Ave E,88 Sheppard Ave E,1,1,"$2,050",43.7629,-79.40753,Willowdale East
1080,80 Vanhorne Cl,80 Vanhorne Cl,1,1,"$2,499",43.68918,-79.83863,Mt Pleasant
1081,20 Shore Breeze Drive,20 Shore Breeze Drive,1,1,"$2,750",43.62343,-79.47898,Mimico
1082,Victorian Reno,208 McCaul St | Unit: Upper unit,2,2," $6,490",43.65721,-79.39289,Kensington-Chinatown
1083,6 Willingdon Ave,6 Willingdon Ave,1,1,"$2,200",43.70335,-79.26146,Birchcliffe-Cliffside
1084,Broadway,153 Beecroft Rd | Unit: 2809,1,1,"$2,150 ",43.76525,-79.41432,Lansing-Westgate
1085,176 Lisgar St,176 Lisgar St,1,1,"$2,600",43.64533,-79.42469,Little Portugal
1086,703 Grandview Way,703 Grandview Way,2,2,"$3,295",43.77553,-79.41126,Willowdale East
1087,3 Michael Power Pl,3 Michael Power Pl,1,1,"$2,100",43.64408,-79.52863,Islington-City Centre West
1088,49 Ardagh St,49 Ardagh St,2.5,2.5,"$5,000",43.65694,-79.48086,Runnymede-Bloor West Village
1089,53 Roskell Crescent,53 Roskell Crescent,1,1,"$2,250 ",43.75603,-79.49584,North York
1090,Minto 30 Roe,30 Roehampton Ave | Unit: Roehampton avenue,1,1,"$2,200",43.70844,-79.39756,Mt Pleasant West
1091,20 Joe Shuster Way,20 Joe Shuster Way,1,1,"$1,950",43.64006,-79.42394,South Parkdale
1092,2 Manaham Rd,2 Manaham Rd,1,1,"$1,800",43.76862,-79.16337,West Hill
1093,25 Capreol Ct,25 Capreol Ct,2,2,"$3,400",43.64065,-79.39574,Waterfront Communities-the Island
1094,988 Kennedy Rd,988 Kennedy Rd,2,2,"$2,200",43.74505,-79.27359,Dorset Park
1095,15 Viking Ln,15 Viking Ln,1,1,"$2,200",43.6391,-79.53515,Islington-City Centre West
1096,Kingtown - 16 Laidlaw Street,16 Laidlaw Street,1,1,"$2,788",43.64012,-79.42668,South Parkdale
1097,Kingtown - 16 Laidlaw Street,16 Laidlaw Street,2,2,"$3,500",43.64012,-79.42668,South Parkdale
1098,208 McCaul St,208 McCaul St,1,1,"$2,080",43.65721,-79.39289,Kensington-Chinatown
1099,215 Queen St W,215 Queen St W,1,1,"$1,850",43.65047,-79.38772,Waterfront Communities-the Island
1100,215 Queen St W,215 Queen St W,1,1,"$2,200",43.65047,-79.38772,Waterfront Communities-the Island
1101,215 Queen St W,215 Queen St W,1,1,"$2,500",43.65047,-79.38772,Waterfront Communities-the Island
1102,215 Queen St W,215 Queen St W,2,2,"$2,750",43.65047,-79.38772,Waterfront Communities-the Island
1103,215 Queen St W,215 Queen St W,1,1,"$4,000",43.65047,-79.38772,Waterfront Communities-the Island
1104,215 Queen St W,215 Queen St W,2,2,"$3,500",43.65047,-79.38772,Waterfront Communities-the Island
1105,215 Queen St W,215 Queen St W,2,2,"$1,600",43.65047,-79.38772,Waterfront Communities-the Island
1106,215 Queen St W,215 Queen St W,1,1,"$2,050",43.65047,-79.38772,Waterfront Communities-the Island
1107,25 Telegram Mews,25 Telegram Mews,1,1,"$2,400",43.64099,-79.39457,Waterfront Communities-the Island
1108,Balliol Park,99 Davisville Avenue,1,1,"$2,060",43.69885,-79.39284,Mt Pleasant West
1109,Balliol Park,99 Davisville Avenue,1,1,"$2,265",43.69885,-79.39284,Mt Pleasant West
1110,Balliol Park,99 Davisville Avenue,2,2,"$2,670",43.69885,-79.39284,Mt Pleasant West
1111,The Torontonian,45 Dunfield Avenue,1,1,"$1,775",43.70626,-79.39431,Mt Pleasant West
1112,The Torontonian,45 Dunfield Avenue,1,1,"$1,850",43.70626,-79.39431,Mt Pleasant West
1113,The Torontonian,45 Dunfield Avenue,1,1,"$2,000",43.70626,-79.39431,Mt Pleasant West
1114,The Torontonian,45 Dunfield Avenue,1,1,"$2,450",43.70626,-79.39431,Mt Pleasant West
1115,FLY,352 Front St W,1,1,"$2,300",43.64333,-79.3924,Waterfront Communities-the Island
1116,JOHNSON VARUGHESE,45 Strathavon Dr,1,1,"$2,000",43.74938,-79.58572,Mt Olive-Silverstone-Jamestown
1117,16 Annapearl Ct,16 Annapearl Ct,2,2,"$2,100",43.77762,-79.40669,Willowdale East
1118,297 Royal Salisbury Way,297 Royal Salisbury Way,1,1,"$2,250",43.71207,-79.75169,Downtown Brampton
1119,137 Earlscourt Ave,137 Earlscourt Ave,1,1,"$2,400",43.68095,-79.44876,Corso Italia-Davenport
1120,107 Preston St ,107 Preston St | Unit: Bsmt,1,1,$825,43.70614,-79.2598,Birchcliffe-Cliffside
1121,151 Village Green Square ,151 Village Green Square | Unit: 2206,2,2,"$2,495",43.77859,-79.28117,Agincourt South-Malvern West
1122,45 Strathavon Dr,45 Strathavon Dr,1,1,"$2,000",43.74938,-79.58572,Mt Olive-Silverstone-Jamestown
1123,22 E Haven Dr,22 E Haven Dr,1,1,"$1,100",43.70464,-79.25162,Birchcliffe-Cliffside
1124,22 E Haven Dr,22 E Haven Dr,2,2,"$2,250",43.70464,-79.25162,Birchcliffe-Cliffside
1125,916 Woodbine Ave,916 Woodbine Ave,1,1,"$1,800",43.68444,-79.31252,Woodbine Corridor
1126,monde condo,16 Bonnycastle St | Unit: 33rd,1,1,"$2,350",43.64608,-79.36501,Waterfront Communities-the Island
1127,3939 Duke of York Blvd ,3939 Duke of York Blvd | Unit: 1804,2,2,"$2,375",43.58824,-79.64063,Cooksville
1128,19 Pony Farm Drive,11 Caverley Dr,2.5,2.5,"$3,500",43.9981877,-79.5159551,King City
1129,75 St Nicholas St ,75 St Nicholas St | Unit: 1999,1,1,"$2,350",43.66767,-79.38642,Bay Street Corridor
1130,16 Bonnycastle St ,16 Bonnycastle St | Unit: 2999,1,1,"$2,400",43.64608,-79.36501,Waterfront Communities-the Island
1131,Neptune,209 Fort York Blvd,1,1,"$2,300",43.63716,-79.40469,Niagara
1132,7 Foxwarren Dr,7 Foxwarren Dr,1,1,"$1,400",43.77087,-79.38794,Bayview Village
1133,Windermere By The Lake,117A The Queensway,2,2,"$3,550",43.6359948,-79.4724989,High Park-Swansea
1134,8 The Esplanade ,8 The Esplanade | Unit: 3990,1,1,"$2,450",43.64616,-79.37627,Waterfront Communities-the Island
1135,18 Yonge St ,18 Yonge St | Unit: 2994,1,1,"$2,450",43.64454,-79.37648,Waterfront Communities-the Island
1136,40 Gerrard St E,40 Gerrard St E,1,1,"$2,660",43.65984,-79.38043,Church-Yonge Corridor
1137,40 Gerrard St E,40 Gerrard St E,1,1,"$2,500",43.65984,-79.38043,Church-Yonge Corridor
1138,33 Shore Breeze Drive ,33 Shore Breeze Drive | Unit: 4101,2.5,2.5,"$4,995",43.62389,-79.47922,Mimico
1139,181 Dundas St E ,181 Dundas St E | Unit: 4507,1,1,"$2,000",43.65697,-79.37412,Moss Park
1140,181 Dundas St E ,181 Dundas St E | Unit: 801,1,1,"$2,100",43.65697,-79.37412,Moss Park
1141,89 McGill St ,89 McGill St | Unit: 709,1.5,1.5,"$2,200",43.66052,-79.37854,Church-Yonge Corridor
1142,89 McGill St ,89 McGill St | Unit: 709,1.5,1.5,"$2,200",43.66052,-79.37854,Church-Yonge Corridor
1143,7 Grenville St ,7 Grenville St | Unit: 521,2,2,"$2,800",43.66176,-79.38363,Bay Street Corridor
1144,7 Grenville St ,7 Grenville St | Unit: 5109,1,1,"$2,550",43.66176,-79.38363,Bay Street Corridor
1145,7 Grenville St ,7 Grenville St | Unit: 5112,1,1,"$2,300",43.66176,-79.38363,Bay Street Corridor
1146,7 Grenville St ,7 Grenville St | Unit: 3105,2,2,"$3,200",43.66176,-79.38363,Bay Street Corridor
1148,45 Charles St E ,45 Charles St E | Unit: 902,2,2,"$3,000",43.66879,-79.38393,Church-Yonge Corridor
1149,David Turco,830 Lawrence Ave W | Unit: 2109,1,1,"$2,100",43.7141115,-79.4553669,Yorkdale-Glen Park
1150,5 Arkwright Dr,5 Arkwright Dr,2.5,2.5,"$2,600",43.67673,-79.83091,Mt Pleasant
1151,5 Arkwright Dr,5 Arkwright Dr,2.5,2.5,"$2,600",43.67673,-79.83091,Mt Pleasant
1152,2 Bedroom Guest House,32 Dundee Dr,1,1,"$3,200",43.14445,-79.20276,Merritton
1154,Memphis,942 Yonge St | Unit: 712,1,1,"$2,150",43.67466,-79.38901,Annex
1155,Fashion House Condos,560 King St W,1,1,"$2,175",43.64508,-79.39897,Waterfront Communities-the Island
1156,3 Sevenoaks Ave,3 Sevenoaks Ave,2,2,"$3,500",43.63982,-79.50999,Stonegate-Queensway
1157,3 Sevenoaks Ave,3 Sevenoaks Ave,2,2,"$3,500",43.63982,-79.50999,Stonegate-Queensway
1158,519 Runnymede Rd ,519 Runnymede Rd | Unit: Main floor,1,1,"$2,200",43.66057,-79.47987,Junction Area
1159,219 Fort York Blvd,219 Fort York Blvd,1,1,"$2,250",43.63701,-79.40553,Niagara
1160,219 Fort York Blvd,219 Fort York Blvd,1,1,"$2,200",43.63701,-79.40553,Niagara
1161,544 Brock Ave,544 Brock Ave,1,1,"$3,190",43.65707,-79.43867,Dufferin Grove
1162,18 Yonge St,18 Yonge St,2,2,"$2,350",43.64454,-79.37648,Waterfront Communities-the Island
1163,Wellington on the Park,15 Stafford St | Unit: PH06,2,2,"$3,950",43.64148,-79.41003,Niagara
1164,Bloor Yonge Tower,60 Gloucester St,1,1,"$2,220",43.66738,-79.38266,Church-Yonge Corridor
1165,Liberty Towers - 59 East Liberty Street,59 East Liberty Street,1,1,"$2,400",43.63843,-79.41354,Niagara
1166,Liberty Towers - 59 East Liberty Street,59 East Liberty Street,1,1,"$2,523",43.63843,-79.41354,Niagara
1167,Liberty Towers - 59 East Liberty Street,59 East Liberty Street,2,2,"$3,100",43.63843,-79.41354,Niagara
1168,Fuse 2 -1420 Dupont Street,1420 Dupont Street,1,1,"$2,300",43.6668,-79.44825,Dovercourt-Wallace Emerson-Junction
1169,Fuse 2 -1420 Dupont Street,1420 Dupont Street,1,1,"$2,300",43.6668,-79.44825,Dovercourt-Wallace Emerson-Junction
1170,Fuse 2 -1420 Dupont Street,1420 Dupont Street,1,1,"$2,850",43.6668,-79.44825,Dovercourt-Wallace Emerson-Junction
1171,Fuse 2 -1420 Dupont Street,1420 Dupont Street,1,1,"$2,850",43.6668,-79.44825,Dovercourt-Wallace Emerson-Junction
1172,4 Treewood,4 Treewood Street,1,1,"$2,000",43.75427,-79.26401,Bendale
1173,45 Greenbrae,45 Greenbrae Circuit,1,1,"$1,750",43.7593,-79.23092,Scarborough
1174,45 Greenbrae,45 Greenbrae Circuit,1,1,"$2,000",43.7593,-79.23092,Scarborough
1176,Toronto Condo Living!,38 Joe Shuster Way | Unit: 104,1,1,"$2,150",43.64043,-79.42465,South Parkdale
1177,Westside Gallery Lofts,150 Sudbury St,1,1,"$2,300",43.64145,-79.42403,Little Portugal
1178,Westside Gallery Lofts,150 Sudbury St | Unit: 1602,1,1,"$2,400",43.64145,-79.42403,Little Portugal
1179,39 Bannatyne Dr,39 Bannatyne Dr,3,3,"$5,500",43.76207,-79.37239,St Andrews-Windfields
1180,1089 Gerrard St E,1089 Gerrard St E,1,1,$900,43.66927,-79.33456,South Riverdale
1181,2 Hedge End Rd,2 Hedge End Rd,1.5,1.5,"$2,400",43.80796,-79.17431,Rouge
1182,Cranbrooke Village,35 Saranac Blvd | Unit: 714,1,1,"$2,300",43.72242,-79.43167,Englemount-Lawrence
1183,475 The West Mall,475 The West Mall,2,2,"$2,800",43.64738,-79.56754,Etobicoke West Mall
1187,170 Bayview Ave,170 Bayview Ave,1,1,"$2,000",44.21984,-79.46384,Keswick
1188,Ltower,8 The Esplanade,1.5,1.5,"$2,600",43.64616,-79.37627,Waterfront Communities-the Island
1189,1165 Avenue Rd ,1165 Avenue Rd | Unit: 2,1,1,"$2,200",43.7109,-79.41109,Yonge-Eglinton
1190,1165 Avenue Rd ,1165 Avenue Rd | Unit: 2,1,1,"$2,200",43.7109,-79.41109,Yonge-Eglinton
1191,Art Condos,8 Dovercourt Rd,1,1,"$2,700",43.64165,-79.42184,Little Portugal
1192,52 Inglewood,52 Inglewood Dr,4.5,4.5,"$7,500",52.23463,-113.7716,Inglewood East
1193,Diana Hsiang,2191 Yonge St | Unit: 4106,2,2,"$2,600",43.70564,-79.39734,Mt Pleasant West
1194,42 Connaught Ave,42 Connaught Ave,3,3,"$2,950",43.66446,-79.32231,Greenwood-Coxwell
1195,45 Jeavons Ave,45 Jeavons Ave,1,1,"$2,150",43.70587,-79.26624,Clairlea-Birchmount
1196,13 Artisan Pl,13 Artisan Pl,1,1,$850,43.797,-79.35897,Hillcrest Village
1197,2 Sevenoaks Ave,2 Sevenoaks Ave,2,2,"$3,500",43.63993,-79.51058,Stonegate-Queensway
1198,182 S Kingsway,182 S Kingsway,3,3,"$4,500",43.6426,-79.48105,High Park-Swansea
1199,19 Grand Trunk Crescent ,19 Grand Trunk Crescent | Unit: 3307,1,1,"$2,350",43.64167,-79.38254,Waterfront Communities-the Island
1200,19 Grand Trunk Crescent ,19 Grand Trunk Crescent | Unit: 3307,1,1,"$2,700",43.64167,-79.38254,Waterfront Communities-the Island
1201,21 Replin Rd ,21 Replin Rd | Unit: 46,3,3,"$3,300",43.7177,-79.44242,Englemount-Lawrence
1202,2095 Lake Shore Blvd W ,2095 Lake Shore Blvd W | Unit: 617,1,1,"$15,000",43.62943,-79.47728,Mimico
1203,1910 Lake Shore Blvd W ,1910 Lake Shore Blvd W | Unit: 808,2,2,"$2,950",43.6362,-79.46657,South Parkdale
1204,The Bridge,38 Joe Shuster Way | Unit: 1515,1,1,"$2,100",43.64043,-79.42465,South Parkdale
1205,The Bridge,38 Joe Shuster Way,1,1,"$2,850",43.64043,-79.42465,South Parkdale
1206,The Bridge,38 Joe Shuster Way | Unit: 1704,2,2,"$3,550",43.64043,-79.42465,South Parkdale
1207,The Craftsman Condo,1575 Lakeshore Rd W,2,2,"$2,700",43.52119,-79.62011,Lorne Park
1208,230 Queens Quay W,230 Queens Quay W,2,2,"$3,300",43.63971,-79.38413,Waterfront Communities-the Island
1213,38 Joe Shuster Way ,38 Joe Shuster Way | Unit: 999,1,1,"$2,150",43.64043,-79.42465,South Parkdale
1214,Hampton House South,322 Eglinton Avenue East,1,1,"$1,925",43.70904,-79.38843,Mt Pleasant East
1215,Hampton House South,322 Eglinton Avenue East,1,1,"$2,299",43.70904,-79.38843,Mt Pleasant East
1216,Hampton House South,322 Eglinton Avenue East,1,1,"$2,300",43.70904,-79.38843,Mt Pleasant East
1217,Hampton House South,322 Eglinton Avenue East,1,1,"$2,350",43.70904,-79.38843,Mt Pleasant East
1218,Juliana Chao,365 Church St | Unit: 612,2,2,"$1,400",43.66093,-79.37864,Church-Yonge Corridor
1219,Sofiya Saria,200 Roehampton Ave,1,1,"$1,400",43.70954,-79.39236,Mt Pleasant West
1220,299 Mill Rd,299 Mill Rd,2,2,"$3,250",43.63841,-79.58204,Markland Wood
1222,1 Elm Drive,1 Elm Dr,1,1,"$2,200",43.21665,-79.72448,Stoney Creek
1224,42 Amelia St,42 Amelia St,2,2,"$3,680",43.66787,-79.36768,Cabbagetown-South St James Town
1225,Daniel Buckle,62 Forest Manor Rd | Unit: Suite 1411,2,2,"$2,600",43.77396,-79.34525,Henry Farm
1226,Aura,388 Yonge St | Unit: 6814,2,2,"$3,900",43.65944,-79.38254,Bay Street Corridor
1227,Aura,386 Yonge St,1,1,"$2,350",43.65936,-79.3825,Bay Street Corridor
1228,MAPLE LEAF SQUARE,55 Bremner Blvd,1,1,"$2,500",43.64294,-79.38046,Waterfront Communities-the Island
1229,117 McMahon Dr,117 McMahon Dr,1,1,"$2,200",43.76721,-79.3711,Bayview Village
1230,1341 Dundas St W,1341 Dundas St W,1,1,"$2,150",43.64928,-79.42705,Little Portugal
1232,3865 Lake Shore Blvd W,3865 Lake Shore Blvd W,2,2,"$2,450",43.58976,-79.54513,Long Branch
1233,3865 Lake Shore Blvd W,3865 Lake Shore Blvd W,2,2,"$2,450",43.58976,-79.54513,Long Branch
