,ApartmentName,Streetname,NoofBedrooms,NoofBathrooms,Price,Latitude,longitude,Neighborhood
2437,4 Lucy Ave,4 Lucy Ave,1,1,"$2,300",43.69071,-79.2859,Oakridge
2438,Northview,2837 Yonge St | Unit: 112,1,1,"$1,995",43.71995,-79.40068,Lawrence Park South
2439,Imperial Plaza,111 St Clair Ave W | Unit: 1123,1,1,"$2,100",43.68666,-79.3994,Yonge-St Clair
2440,161 Roehampton Ave ,161 Roehampton Ave | Unit: 2712,1,1,"$2,000",43.70876,-79.39375,Mt Pleasant West
2441,1035 Sheppard Ave W,1035 Sheppard Ave W,1,1,"$1,050",43.74994,-79.46265,Downsview-Roding-CFB
2442,179 Orton Park Rd,179 Orton Park Rd,1,1,"$2,200",43.77454,-79.20966,Morningside
2443,275 St Clair Ave E ,275 St Clair Ave E | Unit: 2,1,1,"$2,500",43.69026,-79.38264,Rosedale-Moore Park
2446,158 Annette St,158 Annette St,1,1,"$1,850",43.66359,-79.467,Junction Area
2447,11 Oneida Crescent,11 Oneida Crescent,1,1,"$2,300",43.84255,-79.42401,Richmond Hill
2448,3090 Bathurst St,3090 Bathurst St,1,1,"$1,050",43.71963,-79.43037,Englemount-Lawrence
2449,Westlake Encore Condos,10 Park Lawn Rd,1,1,"$1,995",43.62298,-79.48203,Mimico
2450,Palais at Port Royal Place Condos,3 Michael Power Pl,1,1," $2,295",43.64408,-79.52863,Islington-City Centre West
2451,Newton Condos,70 Queens Wharf Rd,1,1,"$2,095",46.4829786,-63.5664771,Long River
2452,23 Oneida Crescent,23 Oneida Crescent,1,1,"$2,295 ",43.84245,-79.42469,Richmond Hill
2453,Jovita Pinto,25 Town Centre Court | Unit: 1710,2,2,"$2,700",43.77347,-79.25445,Bendale
2454,Flaire Condos,99 The Donway W,1,1,"$2,095",43.73382,-79.34679,Banbury-Don Mills
2455,Couture Condos,28 Ted Rogers Way,1,1,"$2,295",43.67059,-79.38059,Church-Yonge Corridor
2456,Couture Condos,28 Ted Rogers Way,1,1,"$2,295",43.67059,-79.38059,Church-Yonge Corridor
2457,"Brock Avenue, Toronto, ON, Canada","Brock Avenue, Toronto, ON, Canada",1,1,"$1,300",43.6484,-79.43507,Little Portugal
2458,30 Page Ave,30 Page Ave,2.5,2.5,"$2,550",43.78167,-79.38258,Bayview Village
2459,"Stanley Avenue, Etobicoke, ON, Canada","Stanley Avenue, Etobicoke, ON, Canada",1,1,"$2,800",43.61504,-79.49313,Mimico
2460,The Quay,350 Queens Quay West,1,1,"$2,257",43.63868,-79.38911,Waterfront Communities-the Island
2461,The Quay,350 Queens Quay West,1,1,"$2,700",43.63868,-79.38911,Waterfront Communities-the Island
2462,The Quay,350 Queens Quay West,1,1,"$3,727",43.63868,-79.38911,Waterfront Communities-the Island
2463,West Lake Village,2220 Lake Shore Blvd W,2,2,"$2,600",43.62226,-79.48256,Mimico
2464,Thornhill woods townhouse,93 Daniel Reaman Crescent,3,3,"$2,700",43.82575,-79.46868,Thornhill
2465,10 Berry Creek Drive,10 Berry Creek Drive,1,1,"$2,000",43.72142,-79.56925,Rexdale-Kipling
2466,Harrison,105 Harrison Garden Blvd,1,1,"$2,175",43.75755,-79.40498,Willowdale East
2467,Harrison,105 Harrison Garden Blvd,1,1,"$2,095",43.75755,-79.40498,Willowdale East
2468,Harrison,105 Harrison Garden Blvd,1.5,1.5,"$2,595",43.75755,-79.40498,Willowdale East
2469,Harrison,105 Harrison Garden Blvd,2,2,"$2,895",43.75755,-79.40498,Willowdale East
2470,Harrison,105 Harrison Garden Blvd,2,2,"$2,895",43.75755,-79.40498,Willowdale East
2471,Magdalena Bembenek,209 Fort York Blvd | Unit: 868,1,1,"$2,500",43.63716,-79.40469,Niagara
2472,Kip Disitrict 1,5365 Dundas St W | Unit: 2508,1,1,"$1,950",43.63519,-79.54042,Islington-City Centre West
2473,68 Garnet Ave ,68 Garnet Ave | Unit: Ground,1,1,"$2,795",43.66878,-79.42354,Dovercourt-Wallace Emerson-Junction
2474,300 Front St W ,300 Front St W | Unit: 2409,1,1,"$2,450",43.64405,-79.3894,Waterfront Communities-the Island
2475,Jason Menard,550 Front St W,1.5,1.5,"$3,600",43.64141,-79.39954,Waterfront Communities-the Island
2476,300 front street,300 Front St W,1,1,"$2,400",43.64405,-79.3894,Waterfront Communities-the Island
2477,255 Windermere Ave,255 Windermere Ave,1,1,"$3,500",43.64573,-79.47836,High Park-Swansea
2478,179 Hillside Ave,179 Hillside Ave,2,2,"$2,950",43.60904,-79.4996,Mimico
2479,The Matrix,361 Front St W | Unit: 1802,1,1,"$2,250",43.64309,-79.3916,Waterfront Communities-the Island
2480,775 Military Trail,775 Military Trail,1,1,$690,43.78936,-79.19536,Morningside
2481,40 Dimplefield Pl,40 Dimplefield Pl,1,1,"$1,800",43.66333,-79.57626,Eringate-Centennial-West Deane
2482,20 Church St E ,20 Church St E | Unit: 5,1,1,"$1,595",43.68897,-79.76232,Downtown Brampton
2483,The Gooderham,390 Cherry St | Unit: 3204,2,2,"$3,430",43.65053,-79.35736,Waterfront Communities-the Island
2484,60 Haslett Ave,60 Haslett Ave,1,1,"$2,050",43.67423,-79.30714,The Beaches
2485,Princess Place III,22 Olive Ave | Unit: 3rd Floor Corner Unit,1,1,"$2,300",43.7797,-79.41455,Willowdale East
2486,63 St Mary St,63 St Mary St,3,3,"$9,000",43.66706,-79.38889,Bay Street Corridor
2487,188 Cumberland St,188 Cumberland St,1,1,"$4,000",43.66988,-79.39417,Annex
2488,7 Grenville St,7 Grenville St,2,2,"$5,350",43.66176,-79.38363,Bay Street Corridor
2489,510 King St E,510 King St E,2,2,"$3,100",43.65646,-79.35737,Moss Park
2491,285 Mutual St,285 Mutual St,1,1,"$3,250",43.66345,-79.37808,Church-Yonge Corridor
2492,133 Hazelton Ave,133 Hazelton Ave,1,1,"$4,200",43.67492,-79.39455,Annex
2493,22 Wolverleigh Blvd,22 Wolverleigh Blvd,1,1,"$1,450",43.684,-79.32972,Danforth Village-Toronto
2494,345 Merton St,345 Merton St,1,1,"$1,850",43.69799,-79.38567,Mt Pleasant East
2495,345 Merton St,345 Merton St,1,1,"$1,700",43.69799,-79.38567,Mt Pleasant East
2496,170 Bayview Ave ,170 Bayview Ave | Unit: 2403,1,1,"$2,500",44.21984,-79.46384,Keswick
2497,Vu condo,116 George St,1,1,"$2,600",43.65232,-79.37182,Moss Park
2498,11 Wellesley,11 Wellesley St W | Unit: 19,1,1,"$2,300",43.66426,-79.38551,Bay Street Corridor
2499,Britt Condos,955 Bay St | Unit: 26,1,1,"$2,000",43.66475,-79.38694,Bay Street Corridor
2500,Windermere By the Lake,15 Windermere Ave | Unit: 1408,2,2,"$2,400",43.63693,-79.46889,High Park-Swansea
2501,ZIGG,223 St Clair Ave W,1,1,"$2,400",43.68567,-79.40469,Casa Loma
2502,East United Condos,120 Parliament St | Unit: 306,1,1,"$1,925",43.65387,-79.36396,Moss Park
2503,Eva Johnston-Iafelice,65 Southport St | Unit: PH01,1.5,1.5,"$1,450",43.63994,-79.47355,High Park-Swansea
2504,981 Shaw St,981 Shaw St,1,1,"$1,400",43.66782,-79.42515,Dovercourt-Wallace Emerson-Junction
2505,24 Decarie Cir,24 Decarie Cir,1,1,"$1,700",43.67074,-79.56589,Eringate-Centennial-West Deane
2506,THE HARLOWE,608 Richmond St W | Unit: 8th Floor,1,1,"$2,300",43.64684,-79.40279,Waterfront Communities-the Island
2507,Metropole,7 King St E | Unit: 1503,2,2,"$3,350",43.64917,-79.37705,Church-Yonge Corridor
2508,339 Rathburn Rd W ,339 Rathburn Rd W | Unit: 1608,1,1," $2,450",43.58967,-79.6531,Cooksville
2509,The Montebello,21 Mayfair Ave,1,1,"$1,100",47.54528,-52.90265,Paradise
2510,Walkout basement,10 Dartmoor Dr,1,1,"$1,500",45.2983,-75.86768,Kanata
2511,WestLake,2212 Lake Shore Blvd W | Unit: 3702,2,2,"$2,900",43.6220932,-79.4820723,Mimico
2512,630 Queen St E ,630 Queen St E | Unit: 724,2,2,"$2,700",43.65847,-79.35271,South Riverdale
2513,87 Clydesdale,87 Clydesdale Dr,1,1,"$2,450",43.78245,-79.32692,Pleasant View
2514,87A Clydesdale,87 Clydesdale Dr | Unit: A,1.5,1.5,"$1,950",43.78245,-79.32692,Pleasant View
2515,202 Finch Ave E,202 Finch Ave E,1,1,"$1,500",43.7830545,-79.4012509,Newtonbrook East
2516,322 Queen St W ,322 Queen St W | Unit: 2 R,1,1,"$2,950",43.6494,-79.39449,Kensington-Chinatown
2517,COSMO CONDO - 35 BALES AVE.,35 Bales Ave,1,1,"$2,000",43.76023,-79.4083,Willowdale East
2518,The Residences 488 University Ave.,488 University Ave | Unit: 4416,2,2,"$3,950",43.65505,-79.38903,Kensington-Chinatown
2519,Toy Factory Loft,43 Hanna Ave | Unit: 502,1,1,"$3,000",43.63915,-79.41915,Niagara
2520,113 McMahon Dr,113 McMahon Dr,1,1,"$1,000",43.76689,-79.37136,Bayview Village
2521,Irina,70 Clegg Rd,1,1,"$1,950",43.8520131,-79.3400707,Unionville
2522,47 Benlamond Ave ,47 Benlamond Ave | Unit: 10,1,1,"$2,590",43.6805,-79.30157,East End-Danforth
2523,400 Wellington St W,400 Wellington St W,2,2,"$3,675",43.64418,-79.39575,Waterfront Communities-the Island
2524,5 Princess Diana Dr,5 Princess Diana Dr,2.5,2.5,"$2,250",43.88657,-79.3741,Markham
2525,43 Eglinton Ave E,43 Eglinton Ave E,1,1,"$2,575",43.70676,-79.39691,Mt Pleasant West
2526,ME2,1151 Markham Rd | Unit: 2808,2,2,"$1,600",43.77616,-79.23106,Woburn
2527,116 Medland St,116 Medland St,1,1,"$2,095",43.66155,-79.46547,Junction Area
2528,650 Sheppard Ave E ,650 Sheppard Ave E | Unit: 217,1,1,"$2,300",43.76859,-79.38144,Bayview Village
2529,48 Wilkinson Dr,48 Wilkinson Dr,4,4," $2,900",43.77777,-79.3299,Pleasant View
2530,899 Queen St E,899 Queen St E,1,1,"$2,495",43.66046,-79.34199,South Riverdale
2531,178 Bellefair Avenue,178 Bellefair Ave | Unit: 178 Bellefair Avenue,1.5,1.5,"$5,000",43.67581,-79.30242,The Beaches
2532,Tova Linnea Persson,70 Spadina Rd | Unit: 415,1,1,"$1,600",43.67058,-79.40574,Annex
2533,43 Eglinton Ave East,43 Eglinton Ave E | Unit: Eglinton Ave East,1,1,"$2,500",43.70676,-79.39691,Mt Pleasant West
2534,Amanda Storey,225 Gladstone Ave | Unit: 102,1,1,"$2,000",43.64935,-79.42949,Little Portugal
2535,The Grid,181 Dundas St E | Unit: 4517,1,1,"$2,100",43.65697,-79.37412,Moss Park
2536,Soho,36 Blue Jays Way | Unit: 932,1.5,1.5,"$2,850",43.64487,-79.39205,Waterfront Communities-the Island
2537,2400 Bathurst St ,2400 Bathurst St | Unit: 407,1,1,"$2,600",43.70502,-79.42692,Forest Hill North
2538,12 Rosemount Dr,12 Rosemount Dr,1,1,"$1,950",43.732,-79.2752,Ionview
2541,DeHaviland Court,3390 Keele Street,1,1,"$1,884",43.74694,-79.48843,York University Heights
2542,DeHaviland Court,3390 Keele Street,1,1,"$2,030",43.74694,-79.48843,York University Heights
2543,DeHaviland Court,3390 Keele Street,1.5,1.5,"$2,658",43.74694,-79.48843,York University Heights
2544,Farhad Eslah,286 Greenwood Ave,1,1,"$1,000",43.67359,-79.32937,South Riverdale
2545,846 College St ,846 College St | Unit: Level 3,1,1,"$2,850",43.65439,-79.42337,Palmerston-Little Italy
2546,Circa,33 Cox Blvd | Unit: 801,1,1,"$1,900",43.85477,-79.3406,Unionville
2547,786 Fable Crescent,786 Fable Crescent,1,1,"$1,500",43.62104,-79.71183,Mississauga
2548,110 Jameson Ave,110 Jameson Ave,1,1,"$1,525",43.63546,-79.43571,South Parkdale
2549,110 Jameson Ave,110 Jameson Ave,1,1,"$1,675",43.63546,-79.43571,South Parkdale
2550,110 Jameson Ave,110 Jameson Ave,1,1,"$2,195",43.63546,-79.43571,South Parkdale
2551,58 Bestview House,58 Bestview Dr,4,4,"$2,695",43.80253,-79.3895,Bayview Woods-Steeles
2552,1-Bedroom Keele/Hwy 401,2625 Keele Street,1,1,"$1,100",43.72062,-79.48016,Maple Leaf
2553,Chicago Condominiums,35 Finch Avenue East,2,2,$875,43.78003,-79.41263,Willowdale East
2554,"9471 Yonge St, Richmond Hill",9471 Yonge St,2,2,"$1,950",43.85809,-79.43375,Richmond Hill
2555,"9471 Yonge St, Richmond Hill",9471 Yonge St,2,2,"$2,050",43.85809,-79.43375,Richmond Hill
2556,280 Simcoe Street,280 Simcoe Street,1,1,"$2,700",43.65538,-79.38978,Kensington-Chinatown
2557,Primo tower,3425 Weston Rd,1,1,Inquire,43.7502714,-79.5417977,Humbermede
2558,Primo tower,3425 Weston Rd,1,1,Inquire,43.7502714,-79.5417977,Humbermede
2559,Primo tower,3425 Weston Rd,2,2,Inquire,43.7502714,-79.5417977,Humbermede
2560,Primo tower,3425 Weston Rd,2,2,Inquire,43.7502714,-79.5417977,Humbermede
2561,WELLESLEY ON THE PARK,11 Wellesley St E,1,1,"$2,250",43.664862,-79.3841524,Church-Yonge Corridor
2562,Canary Block,60 Tannery Rd | Unit: 1102,1,1," $2,000",43.65369,-79.35523,Waterfront Communities-the Island
2563,BEYOND THE SEA - South Tower!!,2240 Lake Shore Blvd W | Unit: 1603,1,1,"$2,050",43.62123,-79.48332,Mimico
2564,Burano,832 Bay St,1,1,"$2,500",43.66203,-79.38648,Bay Street Corridor
2565,168 Wincott Dr,168 Wincott Dr,2,2,"$3,500",43.68527,-79.54895,Willowridge-Martingrove-Richview
2566,832 Bay St,832 Bay St,1,1,"$2,500",43.66203,-79.38648,Bay Street Corridor
2567,161 Plewes Rd,161 Plewes Rd,1,1,"$2,000",43.73321,-79.47122,Downsview-Roding-CFB
2568,Sync Lofts,630 Queen St E | Unit: 314,1,1,"$2,000",43.65847,-79.35271,South Riverdale
2569,U Condo,65 St Mary St,1,1,"$2,700",43.66689,-79.389,Bay Street Corridor
2570,222 Wineva Ave,222 Wineva Ave,1,1,"$1,200",43.67342,-79.29706,The Beaches
2571,188 Cumberland St ,188 Cumberland St | Unit: 1609,1,1,"$2,000",43.66988,-79.39417,Annex
2572,4694 Centretown Way,4694 Centretown Way,1,1,"$1,800",43.59584,-79.66253,Mississauga
2573,Pure Spirit Lofts,33 Mill St | Unit: 218,1,1,"$2,050",43.65035,-79.36099,Waterfront Communities-the Island
2574,Limelight North,360 Square One Drive,1,1,"$1,899",43.59018,-79.64876,City Centre
2578,FORM #3444,50 McCaul Street,1,1,"$1,975",43.6518,-79.39063,Kensington-Chinatown
2579,FORM #3444,50 McCaul Street,1,1,"$1,975",43.6518,-79.39063,Kensington-Chinatown
2580,FORM #3444,50 McCaul Street,1,1,"$2,000",43.6518,-79.39063,Kensington-Chinatown
2581,FORM #3444,50 McCaul Street,1,1,"$2,000",43.6518,-79.39063,Kensington-Chinatown
2582,FORM #3444,50 McCaul Street,1,1,"$2,100",43.6518,-79.39063,Kensington-Chinatown
2583,FORM #3444,50 McCaul Street,1,1,"$2,150",43.6518,-79.39063,Kensington-Chinatown
2584,FORM #3444,50 McCaul Street,1,1,"$2,150",43.6518,-79.39063,Kensington-Chinatown
2585,FORM #3444,50 McCaul Street,1,1,"$2,150",43.6518,-79.39063,Kensington-Chinatown
2586,FORM #3444,50 McCaul Street,1,1,"$2,200",43.6518,-79.39063,Kensington-Chinatown
2587,FORM #3444,50 McCaul Street,1,1,"$2,300",43.6518,-79.39063,Kensington-Chinatown
2588,FORM #3444,50 McCaul Street,1,1,"$2,450",43.6518,-79.39063,Kensington-Chinatown
2589,FORM #3444,50 McCaul Street,1,1,"$2,450",43.6518,-79.39063,Kensington-Chinatown
2590,FORM #3444,50 McCaul Street,1,1,"$2,500",43.6518,-79.39063,Kensington-Chinatown
2591,FORM #3444,50 McCaul Street,2,2,"$2,150",43.6518,-79.39063,Kensington-Chinatown
2592,FORM #3444,50 McCaul Street,2,2,"$2,195",43.6518,-79.39063,Kensington-Chinatown
2593,FORM #3444,50 McCaul Street,2,2,"$2,250",43.6518,-79.39063,Kensington-Chinatown
2594,FORM #3444,50 McCaul Street,2,2,"$2,350",43.6518,-79.39063,Kensington-Chinatown
2595,FORM #3444,50 McCaul Street,2,2,"$2,400",43.6518,-79.39063,Kensington-Chinatown
2596,FORM #3444,50 McCaul Street,2,2,"$2,400",43.6518,-79.39063,Kensington-Chinatown
2597,FORM #3444,50 McCaul Street,2,2,"$2,450",43.6518,-79.39063,Kensington-Chinatown
2598,FORM #3444,50 McCaul Street,2,2,"$2,500",43.6518,-79.39063,Kensington-Chinatown
2599,FORM #3444,50 McCaul Street,2,2,"$2,500",43.6518,-79.39063,Kensington-Chinatown
2600,FORM #3444,50 McCaul Street,2,2,"$2,600",43.6518,-79.39063,Kensington-Chinatown
2601,FORM #3444,50 McCaul Street,1,1,"$2,600",43.6518,-79.39063,Kensington-Chinatown
2602,14 Soho St ,14 Soho St | Unit: 2,3,3,"$4,350",43.65004,-79.39394,Kensington-Chinatown
2603,417 Glengrove Ave W,417 Glengrove Ave W,1,1,"$1,950",43.71477,-79.42501,Bedford Park-Nortown
2604,326 Beechgrove Dr,326 Beechgrove Dr,1,1,$750,43.77609,-79.16701,West Hill
2605,Burano Condos,832 Bay St,1,1,"$2,500",43.66203,-79.38648,Bay Street Corridor
2606,39 Treverton Dr,39 Treverton Dr,1,1,"$1,600",43.73442,-79.26563,Ionview
2607,31 United Square,31 United Square,1,1,"$1,500",43.79924,-79.21041,Malvern
2608,10 Edgebrook Dr,10 Edgebrook Dr,1,1,"$1,600",43.73291,-79.55546,Thistletown-Beaumond Heights
2609,10 Edgebrook Dr,10 Edgebrook Dr,1.5,1.5,"$1,600",43.73291,-79.55546,Thistletown-Beaumond Heights
2611,100 Roehampton Avenue,100 Roehampton Avenue,1,1,"$1,900",43.70904,-79.3953,Mt Pleasant West
2612,42 Charles condo,42 Charles St E | Unit: 6,1,1,"$1,800",43.66929,-79.38413,Church-Yonge Corridor
2613,V6,1602 Queen St E,1,1,"$3,740",43.66639,-79.31713,Greenwood-Coxwell
2614,V6,1602 Queen St E,1,1,"$3,740",43.66639,-79.31713,Greenwood-Coxwell
2615,V6,1602 Queen St E,1,1,"$3,900",43.66639,-79.31713,Greenwood-Coxwell
2616,V6,1602 Queen St E,1,1,"$3,900",43.66639,-79.31713,Greenwood-Coxwell
2617,V6,1602 Queen St E,1,1,"$3,900",43.66639,-79.31713,Greenwood-Coxwell
2618,V6,1602 Queen St E,1,1,"$3,900",43.66639,-79.31713,Greenwood-Coxwell
2619,V6,1602 Queen St E,2.5,2.5,"$5,620",43.66639,-79.31713,Greenwood-Coxwell
2620,V6,1602 Queen St E,2.5,2.5,"$5,620",43.66639,-79.31713,Greenwood-Coxwell
2621,99 Parkside Dr ,99 Parkside Dr | Unit: 1B,1,1,"$2,290",43.64182,-79.45459,High Park-Swansea
2622,41 Wilmont Ct,41 Wilmont Ct,3,3,"$2,400",43.67731,-79.81419,Mt Pleasant
2623,Wayne Murdock,250 Wellington St W | Unit: 1543,1,1,"$2,500",43.64506,-79.39082,Waterfront Communities-the Island
2624,Residences at 77,77  Roehampton Avenue,1,1,"$2,289",43.70814,-79.39612,Mt Pleasant West
2625,125 Bamburgh Circle,125 Bamburgh Circle,1,1,"$1,806",43.8131,-79.32562,Scarborough
2626,125 Bamburgh Circle,125 Bamburgh Circle,1,1," $1,966",43.8131,-79.32562,Scarborough
2627,125 Bamburgh Circle,125 Bamburgh Circle,1,1,"$2,609",43.8131,-79.32562,Scarborough
2628,155 Hillcrest Avenue Mississauga,155 Hillcrest Ave | Unit: 0000,2,2,"$2,600",43.24656,-79.89508,Kirkendall South
2629,3351 Cawthra Rd ,3351 Cawthra Rd | Unit: 119,2,2,"$2,350",43.60174,-79.60942,Dixie
2630,772 Queen St E,772 Queen St E,1,1,"$2,050",43.65969,-79.34754,South Riverdale
2631,772 Queen St E,772 Queen St E,1,1,"$2,200",43.65969,-79.34754,South Riverdale
2632,772 Queen St E,772 Queen St E,1,1,"$2,250",43.65969,-79.34754,South Riverdale
2633,772 Queen St E,772 Queen St E,1,1,"$3,300",43.65969,-79.34754,South Riverdale
2634,772 Queen St E,772 Queen St E,1.5,1.5,"$3,300",43.65969,-79.34754,South Riverdale
2635,772 Queen St E,772 Queen St E,1.5,1.5,"$3,200",43.65969,-79.34754,South Riverdale
2636,772 Queen St E,772 Queen St E,1.5,1.5,"$3,400",43.65969,-79.34754,South Riverdale
2637,772 Queen St E,772 Queen St E,2,2,"$3,600",43.65969,-79.34754,South Riverdale
2638,772 Queen St E,772 Queen St E,2,2,"$3,800",43.65969,-79.34754,South Riverdale
2639,772 Queen St E,772 Queen St E,2,2,"$3,900",43.65969,-79.34754,South Riverdale
2640,193 Augusta Ave ,193 Augusta Ave | Unit: Lower-level,1,1,"$2,100",43.65367,-79.40139,Kensington-Chinatown
2641,6 rosebank drive,6 Rosebank Dr,1,1,"$1,600",43.79187,-79.23746,Malvern
2642,215 Fort York Blvd,215 Fort York Blvd,1,1,"$2,300",43.6366,-79.40482,Niagara
2643,215 Fort York Blvd,215 Fort York Blvd,1,1," $2,300",43.6366,-79.40482,Niagara
2644,300 Old Weston Rd,300 Old Weston Rd,1,1,"$2,000",43.67231,-79.46285,Weston-Pellam Park
2645,621 Sheppard Ave E,621 Sheppard Ave E,1,1,"$1,950",43.76801,-79.38085,Bayview Village
2646,621 Sheppard Ave E,621 Sheppard Ave E,1,1,"$1,850",43.76801,-79.38085,Bayview Village
2647,22 William Hancox Ave,22 William Hancox Ave,3.5,3.5,"$4,000",43.68593,-79.29383,East End-Danforth
2648,231 Christie St ,231 Christie St | Unit: 1,2,2,"$3,300",43.6695,-79.42044,Annex
2649,Fly Condos,352 Front St W,2,2,"$3,999",43.64333,-79.3924,Waterfront Communities-the Island
2650,Fly Condos,352 Front St W,1,1,"$3,000",43.64333,-79.3924,Waterfront Communities-the Island
2651,30 Roe,30 Roehampton Ave | Unit: 1907,1,1,"$2,200",43.70844,-79.39756,Mt Pleasant West
2652,The Selby,25 Selby Street,1,1,"$2,290",43.67116,-79.37699,North St James Town
2653,The Selby,25 Selby Street,1,1,"$2,395",43.67116,-79.37699,North St James Town
2654,The Selby,25 Selby Street,1,1,"$2,400",43.67116,-79.37699,North St James Town
2655,The Selby,25 Selby Street,1,1,"$2,420",43.67116,-79.37699,North St James Town
2656,The Selby,25 Selby Street,1,1,"$2,430",43.67116,-79.37699,North St James Town
2657,The Selby,25 Selby Street,1,1,"$2,445",43.67116,-79.37699,North St James Town
2658,The Selby,25 Selby Street,1,1,"$2,455",43.67116,-79.37699,North St James Town
2659,The Selby,25 Selby Street,1,1,"$2,455",43.67116,-79.37699,North St James Town
2660,The Selby,25 Selby Street,1,1,"$2,465",43.67116,-79.37699,North St James Town
2661,The Selby,25 Selby Street,1,1,"$2,525",43.67116,-79.37699,North St James Town
2662,The Selby,25 Selby Street,1,1,"$2,530",43.67116,-79.37699,North St James Town
2663,The Selby,25 Selby Street,1,1,"$2,590",43.67116,-79.37699,North St James Town
2664,The Selby,25 Selby Street,1,1,"$2,590",43.67116,-79.37699,North St James Town
2665,The Selby,25 Selby Street,1,1,"$2,605",43.67116,-79.37699,North St James Town
2666,The Selby,25 Selby Street,1,1,"$2,610",43.67116,-79.37699,North St James Town
2667,The Selby,25 Selby Street,1,1,"$2,620",43.67116,-79.37699,North St James Town
2668,The Selby,25 Selby Street,1,1,"$2,625",43.67116,-79.37699,North St James Town
2669,The Selby,25 Selby Street,1,1,"$2,630",43.67116,-79.37699,North St James Town
2670,The Selby,25 Selby Street,1,1,"$2,675",43.67116,-79.37699,North St James Town
2671,The Selby,25 Selby Street,1,1," $2,700",43.67116,-79.37699,North St James Town
2672,The Selby,25 Selby Street,1,1,"$2,755",43.67116,-79.37699,North St James Town
2673,The Selby,25 Selby Street,1,1,"$2,755",43.67116,-79.37699,North St James Town
2674,The Selby,25 Selby Street,1,1,"$2,755",43.67116,-79.37699,North St James Town
2675,The Selby,25 Selby Street,1,1,"$2,825",43.67116,-79.37699,North St James Town
2676,The Selby,25 Selby Street,1,1,"$2,855",43.67116,-79.37699,North St James Town
2677,The Selby,25 Selby Street,2,2,"$2,950",43.67116,-79.37699,North St James Town
2678,The Selby,25 Selby Street,2,2," $3,125",43.67116,-79.37699,North St James Town
2679,The Selby,25 Selby Street,2,2,"$3,230",43.67116,-79.37699,North St James Town
2680,The Selby,25 Selby Street,2,2,"$3,250",43.67116,-79.37699,North St James Town
2681,The Selby,25 Selby Street,2,2,"$3,270",43.67116,-79.37699,North St James Town
2682,The Selby,25 Selby Street,2,2,"$3,350",43.67116,-79.37699,North St James Town
2683,The Selby,25 Selby Street,2,2,"$3,370",43.67116,-79.37699,North St James Town
2684,The Selby,25 Selby Street,2,2,"$3,435",43.67116,-79.37699,North St James Town
2685,The Selby,25 Selby Street,2,2," $3,475",43.67116,-79.37699,North St James Town
2686,The Selby,25 Selby Street,2,2,"$3,505",43.67116,-79.37699,North St James Town
2687,The Selby,25 Selby Street,2,2,"$3,505",43.67116,-79.37699,North St James Town
2688,The Selby,25 Selby Street,2,2,"$3,515",43.67116,-79.37699,North St James Town
2689,The Selby,25 Selby Street,2,2,"$3,555",43.67116,-79.37699,North St James Town
2690,The Selby,25 Selby Street,2,2,"$3,680",43.67116,-79.37699,North St James Town
2691,The Selby,25 Selby Street,2,2,"$3,700",43.67116,-79.37699,North St James Town
2692,The Selby,25 Selby Street,2,2," $3,750",43.67116,-79.37699,North St James Town
2693,The Selby,25 Selby Street,2,2,"$4,040",43.67116,-79.37699,North St James Town
2694,The Selby,25 Selby Street,2,2,"$3,860",43.67116,-79.37699,North St James Town
2695,The Selby,25 Selby Street,2,2,"$3,865",43.67116,-79.37699,North St James Town
2696,The Selby,25 Selby Street,2,2,"$4,000",43.67116,-79.37699,North St James Town
2697,The Selby,25 Selby Street,2,2,"$4,275",43.67116,-79.37699,North St James Town
2698,The Selby,25 Selby Street,2,2,"$4,530",43.67116,-79.37699,North St James Town
2699,The Selby,25 Selby St | Unit: 3208,1,1,"$2,200",43.67116,-79.37699,North St James Town
2700,The Selby,25 Selby St | Unit: 3208,1,1,"$2,200",43.67116,-79.37699,North St James Town
2701,90 Park Lawn Rd ,90 Park Lawn Rd | Unit: 2811,2,2,"$3,200",43.62433,-79.48532,Mimico
2702,Wynford South,45 Wynford Heights Crescent | Unit: 204,1,1,"$1,950",43.72698,-79.32551,North York
2703,45 Wynford South,45 Wynford Heights Crescent | Unit: 1105,2,2,"$2,255 ",43.72698,-79.32551,North York
2704,Milan,825 Church St | Unit: 621,1,1,"$2,790",43.67298,-79.38699,Rosedale-Moore Park
2705,St Regis,311 Bay St | Unit: 04,2,2,"$9,500",43.64977,-79.3804,Bay Street Corridor
2706,Taleen,55 Bloor St E | Unit: 702,2,2,"$2,600",43.67027,-79.38512,Church-Yonge Corridor
2707,16 Wycliffe Crescent,16 Wycliffe Crescent,1,1,"$3,300",44.25669,-76.50323,Kingscourt
2708,33 Bexhill Ave,33 Bexhill Ave,2.5,2.5,"$3,200",43.70204,-79.28839,Clairlea-Birchmount
2709,50 Western Battery Rd,50 Western Battery Rd,1,1,"$2,375",43.63972,-79.41413,Niagara
2710,Paintbox,225 Sackville St | Unit: 1403,2,2,"$2,900",43.65978,-79.36266,Regent Park
2712,80 Hepscott Terrace,80 Hepscott Terrace,1,1,$600,43.79331,-79.32711,Scarborough
2713,80 Hepscott Terrace,80 Hepscott Terrace,1,1,$800,43.79331,-79.32711,Scarborough
